smiles_id,smiles
NPC20791,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
NPC42793,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
NPC28657,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
NPC72258,CC/C=C/C=O
NPC473417,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
NPC475112,CC(C)=CCCC1(C)C=Cc2c(ccc3c2[nH]c2cc(O)c(C)cc23)O1
NPC470090,Oc1c2ccccc2c2c3c(cccc13)N=N2
NPC471603,Oc1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1
NPC48342,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
NPC82016,COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1
